type,author,text,parent_url,processed_tokens,processed_text
comment,Mar Pantoj @Riobambenitax · Jan 3,"Nadie que no sea venezolano puede opinar sobre este asunto, solo ellos han vivido el hambre, la persecución, el secuestro de su país. Solo ellos están legitimados para sentirse libres o vulnerados.  Los demás solo podemos pedir que Dios bendiga a Venezuela",https://x.com/teleamazonasec/status/2007413493733917016,"['nadi', 'venezolan', 'pued', 'opin', 'asunt', 'sol', 'viv', 'hambr', 'persecu', 'secuestr', 'pais', 'sol', 'legitim', 'sent', 'libr', 'vulner', 'demas', 'sol', 'pod', 'ped', 'dios', 'bendig', 'venezuel']",nadi venezolan pued opin asunt sol viv hambr persecu secuestr pais sol legitim sent libr vulner demas sol pod ped dios bendig venezuel
comment,IMMORTALec @immortal194 · Jan 3,Pabel no nos representa a los quiteños.,https://x.com/teleamazonasec/status/2007413493733917016,"['pabel', 'represent', 'quiteñ']",pabel represent quiteñ
comment,Imbaura_y_Mas @Imba_bura2 · Jan 3,"Repito, NO NOS IMPORTA SU OPINION. Pongan opiniones de gente decente por favor.",https://x.com/teleamazonasec/status/2007413493733917016,"['repit', 'import', 'opinion', 'pong', 'opinion', 'gent', 'decent', 'favor']",repit import opinion pong opinion gent decent favor
comment,Mercy @MercyAraujoH1 · Jan 3,2026 empieza muy bien,https://x.com/teleamazonasec/status/2007413493733917016,"['empiez', 'bien']",empiez bien
comment,La Flacaᵕ̈  @quemasflaca · Jan 3,? El chiste se cuenta solo,https://x.com/teleamazonasec/status/2007413493733917016,"['chist', 'cuent', 'sol']",chist cuent sol
post,"BN @BNPeriodismo · Nov 17, 2025","Conversamos con Gonzalo Muñoz, abogado y analista político, sobre algunas hipótesis de la contundente derrota de Daniel Noboa en la Consulta. ""Unos voceros de pacotilla. Jamás pudieron trasladar  la importancia de un referendum y una consulta popular a la ciudadania"", dijo Muñoz",https://x.com/BNPeriodismo/status/1990453687030853995,"['convers', 'gonzal', 'muñoz', 'abog', 'anal', 'polit', 'hipotesis', 'contundent', 'derrot', 'daniel', 'nobo', 'consult', 'vocer', 'pacotill', 'jamas', 'pud', 'traslad', 'import', 'referendum', 'consult', 'popul', 'ciudadani', 'dij', 'muñoz']",convers gonzal muñoz abog anal polit hipotesis contundent derrot daniel nobo consult vocer pacotill jamas pud traslad import referendum consult popul ciudadani dij muñoz
post,GATO TURKO @ELRINCONDELGAT8 · Jan 25,"Nicolas es un personaje muy interesante y con muchas cosas a su favor , pero creo esos 52% en la primera semana le ha hecho perder el piso y hecho muy soberbio #LaCasaDeLosFamosososCol3",https://x.com/ELRINCONDELGAT8/status/2015404420121473379,"['nicol', 'personaj', 'interes', 'much', 'cos', 'favor', 'cre', 'primer', 'seman', 'hech', 'perd', 'pis', 'hech', 'soberbi', 'lacasadelosfamosososcol']",nicol personaj interes much cos favor cre primer seman hech perd pis hech soberbi lacasadelosfamosososcol
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"BRAVA,LA HERMANA DE CRISTINA...",https://x.com/NICOLAS71046251/status/2013939762730508708,"['braval', 'herman', 'cristin']",braval herman cristin
comment,Ma. Evi @Evi52Cort · Jan 22,Y es Flia. ,https://x.com/NICOLAS71046251/status/2013939762730508708,['fli'],fli
comment,Diafre @Diafre1 · Jan 21,Son k no les falta nada .,https://x.com/NICOLAS71046251/status/2013939762730508708,['falt'],falt
comment,VVG   @VVG03949267 · Jan 21,Muy Monto,https://x.com/NICOLAS71046251/status/2013939762730508708,['mont'],mont
comment,JoeSilver @JosGonz33335841 · Jan 21,También la cagó a la Kris?,https://x.com/NICOLAS71046251/status/2013939762730508708,"['cag', 'kris']",cag kris
comment,liliana isabel @Liliana198611 · Jan 21,"Que ascooooo por favor,  ficha limpia ya",https://x.com/NICOLAS71046251/status/2013939762730508708,"['ascoooo', 'favor', 'fich', 'limpi']",ascoooo favor fich limpi
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 21,"QUE ALGUIEN DESPIERTE A LA JUSTICIA,POR FAVOR...",https://x.com/NICOLAS71046251/status/2013935599531548839,"['algui', 'despiert', 'justiciapor', 'favor']",algui despiert justiciapor favor
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 17,TREMENDO RECIBIMIENTO....,https://x.com/NICOLAS71046251/status/2012481231544279040,"['tremend', 'recib']",tremend recib
post,NICOLAS MUÑOZ @NICOLAS71046251 · Jan 25,CLUBES POBRES Y AFA RICA...NO SIRVE.,https://x.com/NICOLAS71046251/status/2015404022832796148,"['club', 'pobr', 'afa', 'rican', 'sirv']",club pobr afa rican sirv
comment,Diafre @Diafre1 · Jan 25,Cómo los sindicalistas y como todos los peronistas que gobernaron el país todos igualitos .,https://x.com/NICOLAS71046251/status/2015404022832796148,"['com', 'sindical', 'peron', 'gobern', 'pais', 'igualit']",com sindical peron gobern pais igualit
comment,Pato Loren @PatoLoren1 · Jan 25,Y los clubes todos en silencio,https://x.com/NICOLAS71046251/status/2015404022832796148,"['club', 'silenci']",club silenci
comment,rosarito @rosarit21942522 · Jan 25,Tránsfugas,https://x.com/NICOLAS71046251/status/2015404022832796148,['transfug'],transfug
comment,José Luis Franchino @franchino_jose · Jan 25,"Hdp's no paran. La angurria de esta gente no se compara con nada. No conocen la vergüenza, la decencia no nada bueno, virtuoso o creativo, jamás",https://x.com/NICOLAS71046251/status/2015404022832796148,"['hdps', 'par', 'angurri', 'gent', 'comp', 'conoc', 'vergüenz', 'decenci', 'buen', 'virtuos', 'creativ', 'jamas']",hdps par angurri gent comp conoc vergüenz decenci buen virtuos creativ jamas
comment,Gallegovago @gallegovago · Jan 25,Parece la oficina de un sindicalista.,https://x.com/NICOLAS71046251/status/2015404022832796148,"['parec', 'oficin', 'sindical']",parec oficin sindical
